Age;Workclass;Fnlwgt;Education;Education-num;Marital-status;Occupation;Relationship;Race;Sex;Capital-gain;Capital-loss;Hours-per-week;Native-country;Salary
25;Non-Government;242464;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
34;Non-Government;272411;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
55;Non-Government;168956;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
20;Non-Government;86143;Higher education;10;Single;Other;*;*;*;0;0;30;*;*
34;Non-Government;193344;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
39;Non-Government;117381;Higher education;10;Single;Other;*;*;*;0;0;65;*;*
23;Non-Government;142766;Higher education;10;Single;Other;*;*;*;1055;0;20;*;*
23;Non-Government;122272;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
33;Non-Government;256362;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
42;Non-Government;34037;Higher education;13;Single;Other;*;*;*;0;0;35;*;*
49;Non-Government;255466;Higher education;10;Single;Other;*;*;*;0;0;60;*;*
24;Non-Government;34568;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
44;Non-Government;159960;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
34;Non-Government;121966;Higher education;13;Single;Other;*;*;*;0;0;45;*;*
35;Non-Government;162256;Higher education;11;Single;Other;*;*;*;6849;0;40;*;*
23;Non-Government;133355;Higher education;10;Single;Other;*;*;*;0;0;15;*;*
35;Non-Government;89559;Higher education;10;Single;Other;*;*;*;0;0;55;*;*
23;Non-Government;265077;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
20;Non-Government;176321;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
43;Non-Government;191712;Higher education;13;Single;Other;*;*;*;0;1741;40;*;*
20;Non-Government;234640;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
61;Non-Government;149620;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Non-Government;390657;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
50;Non-Government;257933;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
21;Non-Government;182117;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
27;Non-Government;155382;Higher education;10;Single;Other;*;*;*;0;0;25;*;*
30;Non-Government;176175;Higher education;11;Single;Other;*;*;*;0;0;24;*;*
22;Non-Government;203715;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
37;Non-Government;179137;Higher education;10;Single;Other;*;*;*;0;0;39;*;*
31;Non-Government;199655;Higher education;14;Single;Other;*;*;*;0;0;30;*;*
22;Non-Government;310152;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
23;Territory;190709;Higher education;12;Single;Other;*;*;*;0;0;52;*;*
47;Territory;186009;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
19;Territory;27382;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
29;Territory;220419;Higher education;13;Single;Other;*;*;*;0;0;56;*;*
20;Territory;350845;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
41;Territory;42346;Higher education;10;Single;Other;*;*;*;0;0;24;*;*
34;Territory;117018;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
36;Territory;382635;Higher education;13;Single;Other;*;*;*;0;0;35;*;*
38;Territory;165799;Higher education;10;Single;Other;*;*;*;0;0;12;*;*
44;Territory;409505;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
44;Territory;34935;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
43;Territory;169203;Higher education;11;Single;Other;*;*;*;0;0;35;*;*
56;Territory;242670;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Territory;151726;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
36;Territory;318972;Higher education;10;Single;Other;*;*;*;0;0;65;*;*
44;Territory;210527;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
54;Territory;137678;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
29;Territory;180916;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
59;Territory;100776;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
40;Territory;50442;Higher education;10;Single;Other;*;*;*;2977;0;35;*;*
22;Territory;238831;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
30;Territory;131776;Higher education;14;Single;Other;*;*;*;0;0;40;*;*
41;Territory;51111;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
47;Territory;242552;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Territory;112835;Higher education;14;Single;Other;*;*;*;0;0;40;*;*
39;Territory;57424;Higher education;13;Single;Other;*;*;*;0;0;35;*;*
24;Territory;117109;Higher education;13;Single;Other;*;*;*;0;0;27;*;*
21;Territory;596776;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
37;Territory;244341;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
41;Territory;52037;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
33;Territory;161942;Higher education;13;Single;Other;*;*;*;1055;0;40;*;*
59;Territory;161944;Higher education;13;Single;Other;*;*;*;0;0;38;*;*
30;Territory;247328;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
43;Territory;115603;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
30;Territory;154935;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
33;Territory;342458;Higher education;12;Single;Other;*;*;*;0;0;56;*;*
21;Territory;38771;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
35;Territory;215419;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
58;Territory;92141;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
27;Territory;223529;Higher education;11;Single;Other;*;*;*;0;0;43;*;*
24;Territory;150084;Higher education;10;Single;Other;*;*;*;0;0;60;*;*
50;Territory;138358;Higher education;10;Single;Other;*;*;*;0;0;28;*;*
70;Territory;176493;Higher education;10;Single;Other;*;*;*;0;0;17;*;*
23;Territory;248344;Higher education;10;Single;Other;*;*;*;0;0;30;*;*
48;Territory;246392;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
31;Territory;50442;Higher education;10;Single;Other;*;*;*;0;0;25;*;*
37;Territory;333664;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
34;Territory;177675;Higher education;10;Single;Other;*;*;*;0;0;50;*;*
52;Territory;512103;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
36;Territory;285865;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
28;Territory;125159;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
46;Territory;222115;Higher education;13;Single;Other;*;*;*;99999;0;40;*;*
36;Territory;217414;Higher education;10;Single;Other;*;*;*;0;0;55;*;*
23;Territory;496382;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
37;Territory;174924;Higher education;10;Single;Other;*;*;*;0;0;48;*;*
30;Territory;172822;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
37;Territory;128054;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
40;Territory;105717;Higher education;14;Single;Other;*;*;*;0;1876;35;*;*
43;Territory;311914;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
45;Territory;203322;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
65;Territory;125768;Higher education;10;Single;Other;*;*;*;0;0;28;*;*
34;Territory;101517;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
28;Territory;304960;Higher education;12;Single;Other;*;*;*;0;1980;40;*;*
31;Territory;158092;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
36;Territory;247807;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
23;Territory;40021;Higher education;10;Single;Other;*;*;*;0;0;70;*;*
57;Territory;339163;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Territory;295589;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
50;Territory;154779;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
40;Territory;24763;Higher education;10;Single;Other;*;*;*;6849;0;40;*;*
49;Territory;126446;Higher education;10;Single;Other;*;*;*;0;0;30;*;*
47;Territory;165822;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
37;Territory;144322;Higher education;11;Single;Other;*;*;*;0;0;43;*;*
44;Territory;107845;Higher education;12;Single;Other;*;*;*;0;0;56;*;*
38;Territory;84570;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Territory;331126;Higher education;13;Single;Other;*;*;*;0;0;48;*;*
50;Territory;199995;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
22;Territory;399020;Higher education;10;Single;Other;*;*;*;0;0;55;*;*
45;Territory;326064;Higher education;10;Single;Other;*;*;*;6497;0;35;*;*
33;Territory;120508;Higher education;13;Single;Other;*;*;*;0;0;60;*;*
34;Territory;183801;Higher education;13;Single;Other;*;*;*;0;0;14;*;*
43;Territory;231964;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
41;Territory;384236;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
27;Territory;92431;Higher education;10;Single;Other;*;*;*;0;2231;40;*;*
48;Territory;148121;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
47;Territory;272182;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
41;Territory;129060;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
27;Territory;123773;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
41;Territory;133692;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
28;Territory;163942;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
45;Territory;140644;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
35;Territory;103966;Higher education;14;Single;Other;*;*;*;0;0;41;*;*
30;Territory;257796;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
51;Territory;142411;Higher education;11;Single;Other;*;*;*;0;0;50;*;*
48;Territory;102076;Higher education;13;Single;Other;*;*;*;0;0;35;*;*
37;Territory;117760;Higher education;11;Single;Other;*;*;*;4650;0;40;*;*
19;Territory;202184;Higher education;10;Single;Other;*;*;*;0;0;15;*;*
41;Territory;173051;Higher education;10;Single;Other;*;*;*;0;0;45;*;*
43;Territory;337469;Higher education;10;Single;Other;*;*;*;594;0;20;*;*
36;Territory;109766;Higher education;13;Single;Other;*;*;*;0;0;60;*;*
38;Territory;223004;Higher education;10;Single;Other;*;*;*;0;0;75;*;*
24;Territory;193416;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
61;Territory;34632;Higher education;13;Single;Other;*;*;*;0;0;30;*;*
46;Territory;226871;Higher education;13;Single;Other;*;*;*;0;0;50;*;*
53;Territory;233722;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
20;Territory;247794;Higher education;11;Single;Other;*;*;*;0;0;35;*;*
84;Territory;135839;Higher education;11;Single;Other;*;*;*;0;0;14;*;*
67;Territory;342175;Higher education;14;Single;Other;*;*;*;2009;0;40;*;*
37;Territory;269300;Higher education;10;Single;Other;*;*;*;0;0;27;*;*
53;Territory;132304;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Territory;143392;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
28;Territory;197932;Higher education;10;Single;Other;*;*;*;0;0;16;*;*
49;Territory;223342;Higher education;10;Single;Other;*;*;*;0;0;44;*;*
51;Territory;74784;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
76;Territory;169133;Higher education;10;Single;Other;*;*;*;0;0;30;*;*
59;Territory;212600;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
26;Territory;27834;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
44;Territory;101689;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Territory;198813;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
24;Territory;201664;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
59;Territory;130532;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
28;Territory;251854;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
42;Territory;248476;Higher education;10;Single;Other;*;*;*;0;0;65;*;*
27;Territory;322208;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Territory;77698;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
65;Territory;180869;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
45;Territory;125933;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
54;Territory;182543;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
41;Territory;97064;Higher education;11;Single;Other;*;*;*;0;0;44;*;*
20;Territory;235894;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
47;Territory;193012;Higher education;14;Single;Other;*;*;*;0;0;50;*;*
29;Territory;133327;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
39;Territory;163278;Higher education;10;Single;Other;*;*;*;2202;0;44;*;*
44;Territory;387770;Higher education;10;Single;Other;*;*;*;0;0;15;*;*
37;Territory;223020;Higher education;11;Single;Other;*;*;*;0;0;32;*;*
22;Territory;244408;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
22;Territory;237811;Higher education;12;Single;Other;*;*;*;0;0;35;*;*
27;Territory;229223;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
42;Territory;175642;Higher education;13;Single;Other;*;*;*;99999;0;40;*;*
32;Territory;161478;Higher education;13;Single;Other;*;*;*;0;0;46;*;*
29;Territory;116751;Higher education;11;Single;Other;*;*;*;0;0;56;*;*
19;Territory;210308;Higher education;10;Single;Other;*;*;*;0;1721;30;*;*
29;Territory;167544;Higher education;12;Single;Other;*;*;*;0;0;13;*;*
20;Territory;188950;Higher education;10;Single;Other;*;*;*;0;0;25;*;*
23;Territory;336010;Higher education;13;Single;Other;*;*;*;0;0;32;*;*
34;Territory;143766;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
53;Territory;324021;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
34;Territory;236415;Higher education;10;Single;Other;*;*;*;0;0;18;*;*
44;Territory;290403;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
52;Territory;255927;Higher education;10;Single;Other;*;*;*;0;0;24;*;*
30;Territory;145692;Higher education;10;Single;Other;*;*;*;0;1974;40;*;*
37;Territory;239161;Higher education;10;Single;Other;*;*;*;0;0;52;*;*
23;Territory;210029;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
43;Territory;105896;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
48;Territory;81154;Higher education;11;Single;Other;*;*;*;0;0;48;*;*
30;Territory;303485;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
27;Territory;162973;Higher education;11;Single;Other;*;*;*;0;0;56;*;*
43;Territory;143046;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
23;Territory;324637;Higher education;10;Single;Other;*;*;*;0;0;30;*;*
26;Territory;206721;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
29;Territory;419722;Higher education;12;Single;Other;*;*;*;3674;0;40;*;*
52;Territory;146565;Higher education;12;Single;Other;*;*;*;4865;0;30;*;*
24;Territory;187397;Higher education;10;Single;Other;*;*;*;1151;0;40;*;*
25;Territory;375170;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
39;Territory;164156;Higher education;12;Single;Other;*;*;*;0;0;55;*;*
38;Territory;331609;Higher education;10;Single;Other;*;*;*;0;0;47;*;*
56;Territory;129762;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
21;Territory;102942;Higher education;10;Single;Other;*;*;*;0;2001;40;*;*
39;Territory;183620;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
34;Territory;51543;Higher education;10;Single;Other;*;*;*;0;0;48;*;*
67;Territory;191800;Higher education;13;Single;Other;*;*;*;6360;0;35;*;*
35;Territory;85548;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
45;Territory;192684;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
20;Territory;194630;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
47;Territory;204377;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
26;Territory;213451;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
25;Territory;31873;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
32;Territory;191731;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
23;Territory;197918;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
64;Territory;198728;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
44;Territory;193755;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
25;Territory;249214;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
24;Territory;196816;Higher education;10;Single;Other;*;*;*;0;0;50;*;*
33;Territory;55921;Higher education;11;Single;Other;*;*;*;0;0;70;*;*
29;Territory;190330;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
47;Territory;218596;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
35;Territory;226311;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
36;Territory;255454;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
67;Territory;181220;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
19;Territory;176831;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
42;Territory;46094;Higher education;13;Single;Other;*;*;*;0;0;33;*;*
41;Territory;169995;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
30;Territory;99502;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
50;Territory;218382;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
36;Territory;331902;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
26;Territory;273399;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
27;Territory;170504;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
55;Territory;171328;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
29;Territory;302422;Higher education;11;Single;Other;*;*;*;0;1564;56;*;*
39;Territory;357962;Higher education;12;Single;Other;*;*;*;0;0;48;*;*
36;Territory;174640;Higher education;11;Single;Other;*;*;*;0;0;60;*;*
57;Territory;199546;Higher education;14;Single;Other;*;*;*;0;0;40;*;*
49;Territory;321851;Higher education;12;Single;Other;*;*;*;0;0;30;*;*
51;Territory;186416;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
40;Territory;147372;Higher education;10;Single;Other;*;*;*;0;2444;40;*;*
38;Territory;194630;Higher education;13;Single;Other;*;*;*;4787;0;43;*;*
26;Territory;288781;Higher education;13;Single;Other;*;*;*;0;0;42;*;*
21;Territory;218445;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
46;Territory;359193;Higher education;10;Single;Other;*;*;*;0;0;45;*;*
28;Territory;179759;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
36;Territory;110791;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
36;Territory;59313;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
62;Territory;208266;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
31;Territory;83671;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
26;Territory;150553;Higher education;13;Single;Other;*;*;*;0;0;50;*;*
34;Territory;90934;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
33;Territory;190027;Higher education;10;Single;Other;*;*;*;0;0;18;*;*
47;Territory;93618;Higher education;10;Single;Other;*;*;*;0;0;33;*;*
21;Territory;309348;Higher education;10;Single;Other;*;*;*;594;0;4;*;*
24;Territory;162919;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
20;Territory;308654;Higher education;10;Single;Other;*;*;*;0;0;20;*;*
36;Territory;282602;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
62;Territory;206063;Higher education;10;Single;Other;*;*;*;0;0;45;*;*
33;Territory;169652;Higher education;11;Single;Other;*;*;*;0;1669;55;*;*
26;Territory;283217;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
28;Territory;135567;Higher education;13;Single;Other;*;*;*;4101;0;60;*;*
41;Territory;351350;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
21;Territory;193130;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
37;Territory;97136;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
33;Territory;190290;Higher education;11;Single;Other;*;*;*;0;0;56;*;*
29;Territory;205262;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Territory;124483;Higher education;13;Single;Other;*;*;*;0;0;20;*;*
53;Territory;164300;Higher education;13;Single;Other;*;*;*;0;0;38;*;*
56;Territory;157525;Higher education;10;Single;Other;*;*;*;0;0;48;*;*
46;Territory;345911;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
30;Territory;118500;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
30;Territory;164493;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
24;Territory;69640;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
37;Territory;65291;Higher education;11;Single;Other;*;*;*;0;0;40;*;*
31;Territory;48520;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
34;Territory;35683;Higher education;12;Single;Other;*;*;*;0;0;10;*;*
28;Territory;175796;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
27;Territory;289039;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Territory;137296;Higher education;12;Single;Other;*;*;*;0;0;38;*;*
25;Territory;176162;Higher education;11;Single;Other;*;*;*;0;0;30;*;*
29;Territory;45554;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
44;Territory;197919;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
29;Territory;169544;Higher education;10;Single;Other;*;*;*;0;0;48;*;*
22;Territory;195532;Higher education;10;Single;Other;*;*;*;0;0;43;*;*
25;Territory;514716;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
39;Center;77516;Higher education;13;Single;Other;*;*;*;2174;0;40;*;*
46;Center;102628;Higher education;14;Single;Other;*;*;*;0;0;40;*;*
40;Center;170525;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
22;Center;293364;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
26;Center;185885;Higher education;10;Single;Other;*;*;*;0;0;15;*;*
29;Center;71592;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Center;301526;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
20;Center;223515;Higher education;12;Single;Other;*;*;*;0;1719;20;*;*
37;Center;60227;Higher education;13;Single;Other;*;*;*;0;0;38;*;*
24;Center;191269;Higher education;13;Single;Other;*;*;*;0;0;65;*;*
37;Center;136137;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
29;Center;301010;Higher education;10;Single;Other;*;*;*;0;0;60;*;*
53;Center;225339;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
35;Center;211115;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
21;Center;142766;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
32;Center;171111;Higher education;13;Single;Other;*;*;*;0;0;37;*;*
42;Center;153143;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
74;Center;39890;Higher education;10;Single;Other;*;*;*;0;0;18;*;*
45;Center;207847;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
32;Center;117927;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Center;151763;Higher education;14;Single;Other;*;*;*;0;0;25;*;*
21;Center;341410;Higher education;10;Single;Other;*;*;*;0;0;15;*;*
27;Center;409815;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
32;Center;566117;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
43;Center;186916;Higher education;14;Single;Other;*;*;*;0;0;60;*;*
40;Center;141583;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
23;Center;110128;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
22;Center;334693;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Center;152035;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
40;Center;77332;Higher education;10;Single;Other;*;*;*;0;0;50;*;*
55;Center;189985;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
26;Center;393728;Higher education;10;Single;Other;*;*;*;0;0;24;*;*
46;Center;295791;Higher education;11;Single;Other;*;*;*;0;0;38;*;*
44;Center;296326;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
19;Center;73009;Higher education;10;Single;Other;*;*;*;0;0;15;*;*
38;Center;31352;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
28;Center;19395;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
40;Center;26358;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
52;Center;23780;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
25;Center;328697;Higher education;10;Single;Other;*;*;*;0;0;45;*;*
27;Center;285432;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
25;Center;129200;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Center;206823;Higher education;13;Single;Other;*;*;*;0;0;50;*;*
68;Center;232151;Higher education;10;Single;Other;*;*;*;2346;0;40;*;*
47;Center;99549;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
33;Center;159548;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
31;Center;111843;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
53;Center;144586;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
22;Center;119838;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
41;Center;57924;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
27;Center;47907;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
42;Center;74680;Higher education;14;Single;Other;*;*;*;0;2001;60;*;*
33;Center;913447;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
21;Center;140764;Higher education;10;Single;Other;*;*;*;0;0;12;*;*
46;Center;31141;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
45;Center;67544;Higher education;14;Single;Other;*;*;*;0;0;50;*;*
69;Center;159191;Higher education;10;Single;Other;*;*;*;0;810;38;*;*
19;Center;165289;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
49;Center;420282;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
33;Center;339388;Higher education;12;Single;Other;*;*;*;0;0;40;*;*
19;Center;112432;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
53;Center;116367;Higher education;10;Single;Other;*;*;*;4650;0;40;*;*
33;Center;295589;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
52;Center;338816;Higher education;14;Single;Other;*;*;*;0;0;70;*;*
21;Center;166704;Higher education;10;Single;Other;*;*;*;0;0;14;*;*
29;Center;293287;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
59;Center;163047;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
32;Center;198211;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
52;Center;303462;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
43;Center;134782;Higher education;12;Single;Other;*;*;*;0;0;30;*;*
47;Center;126204;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
35;Center;49352;Higher education;10;Single;Other;*;*;*;0;0;38;*;*
20;Center;340475;Higher education;10;Single;Other;*;*;*;0;0;10;*;*
39;Center;343646;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
45;Center;271962;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
37;Center;40955;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
31;Center;358461;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
37;Center;354929;Higher education;12;Single;Other;*;*;*;0;0;38;*;*
22;Center;292933;Higher education;13;Single;Other;*;*;*;0;0;10;*;*
30;Center;126414;Higher education;13;Single;Other;*;*;*;0;0;40;*;*
20;Center;125165;Higher education;10;Single;Other;*;*;*;0;0;25;*;*
45;Center;45891;Higher education;10;Single;Other;*;*;*;0;0;42;*;*
31;Center;255830;Higher education;12;Single;Other;*;*;*;0;0;45;*;*
50;Center;183611;Higher education;10;Single;Other;*;*;*;0;0;40;*;*
56;Center;153451;Higher education;10;Single;Other;*;*;*;0;0;35;*;*
