Age;Job;Marital;Education;Default;Housing;Loan;Contact;Month;Day_of_week;Campaign;Pdays;Previous;Poutcome;Y
35~39;admin.;married;higher-education;no;*;no;cellular;nov;*;1;999;1;failure;no
35~39;admin.;married;higher-education;no;*;no;cellular;nov;*;2;6;1;success;yes
35~39;technician;single;higher-education;no;*;no;cellular;nov;*;1;6;4;success;yes
35~39;technician;single;higher-education;no;*;no;cellular;nov;*;1;999;0;nonexistent;yes
35~39;admin.;married;higher-education;no;*;no;cellular;nov;*;1;999;0;nonexistent;yes
35~39;housemaid;divorced;higher-education;no;*;no;cellular;nov;*;2;999;0;nonexistent;yes
35~39;entrepreneur;married;higher-education;no;*;no;cellular;nov;*;2;999;0;nonexistent;no
35~39;management;divorced;higher-education;no;*;no;cellular;nov;*;2;999;4;failure;no
35~39;admin.;married;higher-education;no;*;no;cellular;nov;*;2;999;0;nonexistent;no
35~39;admin.;married;higher-education;no;*;no;cellular;nov;*;1;999;0;nonexistent;yes
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;divorced;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;unknown;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;unknown;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;housemaid;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;housemaid;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;unknown;*;yes;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;management;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;unknown;telephone;may;*;2;999;0;nonexistent;no
30~34;management;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;entrepreneur;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;yes
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;services;unknown;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;yes
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;technician;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;retired;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;technician;single;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;unknown;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;4;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;unknown;telephone;may;*;6;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;unknown;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;technician;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;yes
30~34;services;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;technician;married;secondary-education;no;*;yes;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;13;999;0;nonexistent;no
30~34;technician;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;divorced;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;unknown;telephone;may;*;4;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;unknown;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;yes
30~34;admin.;married;secondary-education;unknown;*;unknown;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;management;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;6;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;technician;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;unknown;telephone;may;*;3;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;services;single;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;22;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;23;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;12;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;yes
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;3;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;14;999;0;nonexistent;no
30~34;housemaid;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;student;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;yes
30~34;services;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;7;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;management;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;management;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;student;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;housemaid;single;secondary-education;no;*;unknown;telephone;may;*;1;999;0;nonexistent;no
30~34;technician;single;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;unknown;secondary-education;no;*;no;telephone;may;*;8;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;10;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;blue-collar;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;yes
30~34;technician;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;divorced;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;technician;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;student;single;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;housemaid;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;yes;telephone;may;*;9;999;0;nonexistent;no
30~34;technician;single;secondary-education;no;*;yes;telephone;may;*;10;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;management;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;management;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;9;999;0;nonexistent;no
30~34;housemaid;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;technician;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;7;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;technician;married;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;divorced;secondary-education;no;*;yes;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;19;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;9;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;unknown;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;yes
30~34;services;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;divorced;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;housemaid;married;secondary-education;no;*;no;telephone;may;*;7;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;yes
30~34;student;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;yes;telephone;may;*;4;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;divorced;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;6;999;0;nonexistent;no
30~34;entrepreneur;married;secondary-education;unknown;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;technician;single;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;student;single;secondary-education;no;*;yes;telephone;may;*;1;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;unknown;*;yes;telephone;may;*;5;999;0;nonexistent;no
30~34;management;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;3;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;yes;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;3;999;0;nonexistent;no
30~34;blue-collar;married;secondary-education;no;*;no;telephone;may;*;1;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;services;married;secondary-education;no;*;no;telephone;may;*;2;999;0;nonexistent;no
30~34;admin.;single;secondary-education;no;*;no;telephone;may;*;4;999;0;nonexistent;no
30~34;services;single;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
30~34;admin.;married;secondary-education;no;*;no;telephone;may;*;5;999;0;nonexistent;no
