Age;Job;Marital;Education;Default;Housing;Loan;Contact;Month;Day_of_week;Campaign;Pdays;Previous;Poutcome;Y
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.9y;no;no;yes;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;professional.course;unknown;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;professional.course;unknown;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;professional.course;unknown;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;yes;yes;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;no;no;cellular;apr;fri;1~56;999;1;failure;yes
40~44;management;married;university.degree;unknown;yes;no;telephone;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;divorced;basic.9y;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;unknown;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;unknown;no;yes;yes;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;services;single;unknown;no;no;no;cellular;apr;fri;1~56;6;1;success;yes
40~44;admin.;single;professional.course;no;yes;yes;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;unknown;unknown;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.6y;unknown;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;unknown;unknown;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;divorced;university.degree;no;yes;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;services;married;high.school;no;yes;yes;telephone;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;unknown;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;services;single;unknown;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;married;unknown;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;single;unknown;no;yes;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;unemployed;married;basic.9y;unknown;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;entrepreneur;married;university.degree;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.9y;no;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;technician;married;professional.course;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;management;married;professional.course;no;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;admin.;divorced;high.school;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;single;university.degree;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;single;university.degree;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;no;yes;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;housemaid;married;university.degree;no;yes;no;telephone;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;services;single;high.school;no;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;admin.;single;high.school;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;no;yes;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;unknown;no;yes;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;admin.;single;unknown;unknown;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;unknown;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;services;single;unknown;no;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;yes
40~44;blue-collar;single;unknown;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;unknown;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;yes;yes;cellular;apr;fri;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;unknown;unknown;yes;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;services;divorced;unknown;no;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;single;basic.9y;unknown;yes;no;cellular;apr;fri;1~56;999;2;failure;no
40~44;blue-collar;married;unknown;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;services;single;high.school;no;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;no;no;cellular;apr;fri;1~56;999;1;failure;no
40~44;blue-collar;married;basic.6y;no;no;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;services;single;unknown;no;no;no;telephone;apr;fri;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;apr;fri;1~56;999;0;nonexistent;no
40~44;housemaid;married;basic.4y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;yes
40~44;services;married;high.school;unknown;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;services;married;high.school;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;high.school;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;high.school;unknown;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;no;yes;no;telephone;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;divorced;high.school;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;basic.9y;no;no;no;telephone;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;high.school;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;single;unknown;unknown;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;yes;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;technician;divorced;professional.course;unknown;no;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;services;married;high.school;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;single;university.degree;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;yes;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;single;university.degree;no;yes;no;cellular;apr;mon;1~56;11;1;success;yes
40~44;services;married;university.degree;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;no;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;divorced;high.school;unknown;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;university.degree;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;management;single;university.degree;unknown;no;yes;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;yes;yes;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;yes;yes;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;divorced;basic.9y;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;single;basic.4y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;no;yes;yes;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;technician;single;professional.course;no;unknown;unknown;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;no;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;services;single;university.degree;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;no;no;no;telephone;apr;mon;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;no;no;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;management;married;university.degree;no;no;yes;cellular;apr;mon;1~56;999;1;failure;no
40~44;services;married;basic.4y;no;unknown;unknown;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;no;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;basic.6y;no;no;no;cellular;apr;mon;1~56;1;1;success;no
40~44;blue-collar;married;basic.6y;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;unknown;unknown;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;divorced;high.school;unknown;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;technician;married;high.school;no;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;high.school;no;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;management;married;university.degree;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;no;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;services;divorced;basic.9y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;single;university.degree;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;yes;yes;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;divorced;basic.4y;unknown;yes;yes;cellular;apr;mon;1~56;999;2;failure;no
40~44;technician;married;professional.course;no;yes;yes;cellular;apr;mon;1~56;999;1;failure;no
40~44;management;married;university.degree;no;no;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;no;yes;cellular;apr;mon;1~56;999;1;failure;no
40~44;admin.;married;professional.course;no;yes;yes;cellular;apr;mon;1~56;999;1;failure;no
40~44;technician;divorced;professional.course;unknown;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;university.degree;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;high.school;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;services;married;university.degree;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;professional.course;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;technician;divorced;professional.course;unknown;yes;no;telephone;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;basic.6y;no;no;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;divorced;basic.4y;unknown;yes;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;admin.;divorced;high.school;no;no;no;cellular;apr;mon;1~56;999;1;failure;no
40~44;blue-collar;married;professional.course;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;divorced;basic.4y;no;no;no;telephone;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;divorced;basic.9y;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;unknown;yes;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;high.school;no;no;yes;cellular;apr;mon;1~56;999;1;failure;no
40~44;unknown;divorced;unknown;no;no;no;cellular;apr;tue;1~56;999;0;nonexistent;no
40~44;technician;married;university.degree;no;no;no;cellular;apr;tue;1~56;999;0;nonexistent;no
40~44;self-employed;single;basic.9y;no;yes;no;cellular;apr;wed;1~56;999;0;nonexistent;no
40~44;technician;divorced;university.degree;no;no;yes;telephone;apr;wed;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;no;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;technician;married;high.school;no;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;admin.;married;university.degree;no;no;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;admin.;married;high.school;no;no;no;cellular;apr;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;no;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;unknown;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;no;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;management;married;basic.6y;no;no;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;admin.;single;high.school;no;yes;no;cellular;apr;thu;1~56;2;1;success;yes
40~44;technician;divorced;professional.course;no;unknown;unknown;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;admin.;single;university.degree;no;unknown;unknown;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;technician;married;university.degree;no;yes;yes;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.9y;no;yes;no;telephone;apr;thu;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;management;married;university.degree;unknown;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;technician;single;university.degree;no;no;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;technician;married;professional.course;no;no;no;cellular;apr;thu;1~56;999;1;failure;no
40~44;technician;divorced;professional.course;no;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;admin.;married;university.degree;no;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;admin.;single;high.school;no;unknown;unknown;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;technician;divorced;professional.course;no;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;technician;single;professional.course;no;no;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;technician;divorced;professional.course;no;no;no;cellular;apr;thu;1~56;999;1;failure;yes
40~44;management;married;university.degree;unknown;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;management;married;high.school;no;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;apr;thu;1~56;999;0;nonexistent;yes
40~44;services;married;high.school;no;no;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;entrepreneur;single;professional.course;no;no;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;technician;married;unknown;no;yes;yes;cellular;may;mon;1~56;3;2;success;yes
40~44;entrepreneur;married;basic.6y;no;yes;no;cellular;may;mon;1~56;999;1;failure;no
40~44;admin.;married;professional.course;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;professional.course;no;no;yes;cellular;may;mon;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.9y;no;yes;yes;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;single;university.degree;no;yes;no;telephone;may;mon;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;professional.course;no;yes;yes;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;professional.course;no;yes;yes;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;single;high.school;no;yes;no;cellular;may;mon;1~56;999;1;failure;no
40~44;admin.;divorced;high.school;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;entrepreneur;married;basic.4y;unknown;no;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;professional.course;no;yes;no;cellular;may;mon;1~56;9;2;failure;yes
40~44;self-employed;single;professional.course;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;yes
40~44;housemaid;single;high.school;no;yes;no;telephone;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;university.degree;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;services;single;high.school;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;technician;married;high.school;no;no;no;cellular;may;mon;1~56;999;1;failure;no
40~44;blue-collar;married;basic.9y;no;yes;yes;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;may;mon;1~56;3;1;success;no
40~44;admin.;married;university.degree;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;yes;no;cellular;may;mon;1~56;3;1;success;no
40~44;self-employed;married;high.school;no;yes;no;cellular;may;mon;1~56;999;0;nonexistent;no
40~44;self-employed;single;professional.course;no;yes;no;cellular;may;mon;1~56;999;1;failure;yes
40~44;self-employed;single;professional.course;no;no;no;cellular;may;mon;1~56;12;1;success;no
40~44;self-employed;married;high.school;no;no;yes;cellular;may;mon;1~56;999;2;failure;no
40~44;admin.;married;university.degree;no;yes;yes;telephone;may;mon;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;no;yes;no;telephone;may;tue;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;admin.;single;professional.course;unknown;no;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;no;no;cellular;may;tue;1~56;999;2;failure;no
40~44;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1~56;10;1;success;no
40~44;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1~56;999;1;failure;no
40~44;admin.;married;high.school;no;yes;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1~56;999;2;failure;no
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;may;tue;1~56;999;2;failure;no
40~44;blue-collar;married;basic.9y;no;yes;yes;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.6y;no;no;yes;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;married;basic.6y;no;no;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;entrepreneur;divorced;basic.9y;no;yes;yes;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;divorced;basic.9y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;services;married;high.school;no;yes;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;married;unknown;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;management;single;basic.9y;no;no;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;married;basic.9y;unknown;unknown;unknown;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;technician;divorced;university.degree;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;unknown;no;no;cellular;may;tue;1~56;6;1;success;no
40~44;blue-collar;married;basic.9y;unknown;unknown;unknown;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;no;yes;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;no;no;cellular;may;tue;1~56;999;1;failure;no
40~44;admin.;married;university.degree;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;entrepreneur;married;basic.4y;no;unknown;unknown;cellular;may;tue;1~56;999;1;failure;no
40~44;entrepreneur;married;basic.4y;no;unknown;unknown;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;single;basic.9y;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;admin.;single;professional.course;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;no;no;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;entrepreneur;divorced;basic.9y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;entrepreneur;married;basic.4y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.4y;no;no;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;admin.;single;high.school;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;entrepreneur;divorced;professional.course;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.4y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;may;tue;1~56;999;1;failure;no
40~44;management;married;university.degree;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;admin.;single;high.school;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;admin.;single;high.school;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;no;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;yes;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;management;married;university.degree;unknown;no;no;cellular;may;tue;1~56;999;1;failure;no
40~44;blue-collar;married;basic.4y;unknown;unknown;unknown;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;divorced;basic.4y;no;unknown;unknown;cellular;may;tue;1~56;999;1;failure;no
40~44;admin.;married;university.degree;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;yes
40~44;blue-collar;married;basic.6y;unknown;no;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;admin.;married;high.school;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.9y;no;yes;yes;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;management;divorced;university.degree;no;yes;no;cellular;may;tue;1~56;999;0;nonexistent;no
40~44;technician;divorced;basic.6y;no;yes;no;cellular;may;tue;1~56;999;2;failure;no
40~44;services;married;high.school;no;yes;no;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;entrepreneur;married;basic.4y;no;yes;no;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;may;wed;1~56;999;0;nonexistent;yes
40~44;entrepreneur;married;basic.4y;no;no;yes;cellular;may;wed;1~56;999;0;nonexistent;yes
40~44;housemaid;married;basic.6y;no;yes;no;cellular;may;wed;1~56;999;1;failure;no
40~44;self-employed;married;unknown;unknown;no;no;cellular;may;wed;1~56;999;1;failure;no
40~44;entrepreneur;married;university.degree;no;no;no;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;no;yes;yes;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;single;basic.9y;no;yes;yes;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;yes;no;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.4y;unknown;no;yes;cellular;may;wed;1~56;999;2;failure;no
40~44;blue-collar;single;basic.9y;no;no;no;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;married;basic.6y;no;yes;no;cellular;may;wed;1~56;999;0;nonexistent;no
40~44;blue-collar;single;basic.9y;no;yes;yes;cellular;may;wed;1~56;999;0;nonexistent;no
