weight,ph,avg
Cluster: 8, Atts.Values: 705.000000,28.000000,503.000000
Cluster: 9, Atts.Values: 703.000000,576.000000,170.000000
Cluster: 9, Atts.Values: 754.000000,292.000000,119.000000
Cluster: 9, Atts.Values: 370.000000,655.000000,102.000000
Cluster: 9, Atts.Values: 833.000000,433.000000,291.000000
Cluster: 9, Atts.Values: 626.000000,299.000000,60.000000
Cluster: 9, Atts.Values: 793.000000,639.000000,351.000000
Cluster: 9, Atts.Values: 597.000000,417.000000,11.000000
Cluster: 9, Atts.Values: 326.000000,379.000000,14.000000
Cluster: 9, Atts.Values: 789.000000,672.000000,63.000000
Cluster: 9, Atts.Values: 500.000000,889.000000,72.000000
Cluster: 9, Atts.Values: 480.000000,465.000000,57.000000
Cluster: 9, Atts.Values: 703.000000,608.000000,436.000000
Cluster: 9, Atts.Values: 663.000000,581.000000,299.000000
Cluster: 9, Atts.Values: 635.000000,426.000000,287.000000
Cluster: 9, Atts.Values: 665.000000,581.000000,309.000000
Cluster: 9, Atts.Values: 690.000000,492.000000,97.000000
Cluster: 9, Atts.Values: 607.000000,629.000000,224.000000
Cluster: 9, Atts.Values: 498.000000,465.000000,56.000000
Cluster: 9, Atts.Values: 860.000000,818.000000,274.000000
Cluster: 9, Atts.Values: 574.000000,810.000000,205.000000
Cluster: 9, Atts.Values: 514.000000,643.000000,297.000000
Cluster: 9, Atts.Values: 519.000000,648.000000,41.000000
Cluster: 9, Atts.Values: 748.000000,760.000000,17.000000
Cluster: 9, Atts.Values: 484.000000,517.000000,24.000000
Cluster: 9, Atts.Values: 449.000000,580.000000,99.000000
Cluster: 9, Atts.Values: 795.000000,314.000000,178.000000
Cluster: 9, Atts.Values: 947.000000,606.000000,354.000000
Cluster: 9, Atts.Values: 699.000000,238.000000,252.000000
Cluster: 9, Atts.Values: 559.000000,607.000000,128.000000
Cluster: 9, Atts.Values: 615.000000,585.000000,383.000000
Cluster: 9, Atts.Values: 901.000000,920.000000,64.000000
Cluster: 9, Atts.Values: 632.000000,393.000000,97.000000
Cluster: 9, Atts.Values: 820.000000,876.000000,119.000000
Cluster: 9, Atts.Values: 744.000000,228.000000,115.000000
Cluster: 9, Atts.Values: 601.000000,216.000000,92.000000
Cluster: 9, Atts.Values: 633.000000,597.000000,245.000000
Cluster: 9, Atts.Values: 655.000000,47.000000,45.000000
Cluster: 9, Atts.Values: 699.000000,880.000000,123.000000
Cluster: 9, Atts.Values: 654.000000,479.000000,7.000000
Cluster: 9, Atts.Values: 602.000000,811.000000,214.000000
Cluster: 9, Atts.Values: 713.000000,472.000000,355.000000
Cluster: 9, Atts.Values: 606.000000,330.000000,152.000000
Cluster: 9, Atts.Values: 576.000000,939.000000,82.000000
Cluster: 9, Atts.Values: 638.000000,537.000000,371.000000
Cluster: 9, Atts.Values: 581.000000,319.000000,141.000000
Cluster: 9, Atts.Values: 588.000000,189.000000,114.000000
Cluster: 9, Atts.Values: 325.000000,502.000000,168.000000
Cluster: 9, Atts.Values: 568.000000,404.000000,86.000000
Cluster: 9, Atts.Values: 859.000000,635.000000,289.000000
Cluster: 9, Atts.Values: 722.000000,420.000000,380.000000
Cluster: 9, Atts.Values: 746.000000,904.000000,227.000000
Cluster: 9, Atts.Values: 468.000000,340.000000,47.000000
Cluster: 9, Atts.Values: 762.000000,436.000000,342.000000
Cluster: 9, Atts.Values: 706.000000,281.000000,281.000000
Cluster: 9, Atts.Values: 521.000000,556.000000,90.000000
Cluster: 9, Atts.Values: 757.000000,363.000000,260.000000
Cluster: 9, Atts.Values: 636.000000,316.000000,120.000000
Cluster: 9, Atts.Values: 619.000000,658.000000,232.000000
Cluster: 9, Atts.Values: 703.000000,363.000000,172.000000
Cluster: 9, Atts.Values: 642.000000,730.000000,214.000000
Cluster: 9, Atts.Values: 696.000000,463.000000,130.000000
Cluster: 9, Atts.Values: 738.000000,352.000000,146.000000
Cluster: 9, Atts.Values: 844.000000,455.000000,428.000000
Cluster: 9, Atts.Values: 392.000000,582.000000,174.000000
Cluster: 9, Atts.Values: 606.000000,423.000000,228.000000
Cluster: 9, Atts.Values: 519.000000,241.000000,162.000000
Cluster: 9, Atts.Values: 917.000000,838.000000,24.000000
Cluster: 9, Atts.Values: 967.000000,853.000000,114.000000
Cluster: 9, Atts.Values: 476.000000,772.000000,197.000000
Cluster: 9, Atts.Values: 503.000000,786.000000,202.000000
Cluster: 9, Atts.Values: 979.000000,737.000000,272.000000
Cluster: 9, Atts.Values: 983.000000,769.000000,289.000000
Cluster: 9, Atts.Values: 528.000000,702.000000,286.000000
Cluster: 9, Atts.Values: 965.000000,836.000000,102.000000
Cluster: 9, Atts.Values: 971.000000,723.000000,44.000000
Cluster: 9, Atts.Values: 960.000000,686.000000,2.000000
Cluster: 9, Atts.Values: 917.000000,860.000000,1.000000
Cluster: 9, Atts.Values: 858.000000,512.000000,69.000000
Cluster: 9, Atts.Values: 887.000000,548.000000,60.000000
Cluster: 9, Atts.Values: 862.000000,531.000000,102.000000
Cluster: 9, Atts.Values: 944.000000,627.000000,234.000000
Cluster: 9, Atts.Values: 516.000000,912.000000,89.000000
Cluster: 9, Atts.Values: 576.000000,939.000000,82.000000
Cluster: 9, Atts.Values: 817.000000,472.000000,106.000000
Cluster: 9, Atts.Values: 956.000000,773.000000,327.000000
Cluster: 9, Atts.Values: 749.000000,949.000000,171.000000
Cluster: 9, Atts.Values: 477.000000,705.000000,276.000000
Cluster: 9, Atts.Values: 947.000000,606.000000,354.000000
Cluster: 9, Atts.Values: 998.000000,547.000000,66.000000
Cluster: 9, Atts.Values: 999.000000,568.000000,144.000000
Cluster: 9, Atts.Values: 858.000000,659.000000,378.000000
Cluster: 9, Atts.Values: 701.000000,971.000000,151.000000
Cluster: 9, Atts.Values: 746.000000,904.000000,227.000000
Cluster: 9, Atts.Values: 605.000000,947.000000,132.000000
Cluster: 9, Atts.Values: 703.000000,608.000000,436.000000
Cluster: 9, Atts.Values: 564.000000,417.000000,301.000000
Cluster: 9, Atts.Values: 560.000000,465.000000,359.000000
